Time [seconds]	Counts
4.98535e+11	152
1.4956e+12	128
2.49267e+12	128
3.48974e+12	147
4.48681e+12	145
5.48388e+12	149
6.48095e+12	139
7.47802e+12	128
8.47509e+12	133
9.47216e+12	156
1.04692e+13	150
1.14663e+13	135
1.24634e+13	162
1.34604e+13	140
1.44575e+13	166
1.54546e+13	138
1.64517e+13	147
1.74487e+13	137
1.84458e+13	150
1.94429e+13	159
2.04399e+13	127
2.1437e+13	153
2.24341e+13	138
2.34311e+13	151
2.44282e+13	148
2.54253e+13	136
2.64224e+13	151
2.74194e+13	120
2.84165e+13	158
2.94136e+13	137
3.04106e+13	152
3.14077e+13	162
3.24048e+13	153
3.34018e+13	140
3.43989e+13	139
3.5396e+13	151
3.63931e+13	136
3.73901e+13	129
3.83872e+13	135
3.93843e+13	164
4.03813e+13	143
4.13784e+13	159
4.23755e+13	153
4.33725e+13	150
4.43696e+13	140
4.53667e+13	142
4.63638e+13	131
4.73608e+13	129
4.83579e+13	146
4.9355e+13	123
5.0352e+13	151
5.13491e+13	138
5.23462e+13	139
5.33432e+13	145
5.43403e+13	157
5.53374e+13	153
5.63345e+13	146
5.73315e+13	140
5.83286e+13	135
5.93257e+13	151
6.03227e+13	136
6.13198e+13	160
6.23169e+13	132
6.33139e+13	140
6.4311e+13	142
6.53081e+13	151
6.63052e+13	149
6.73022e+13	165
6.82993e+13	155
6.92964e+13	137
7.02934e+13	142
7.12905e+13	146
7.22876e+13	135
7.32846e+13	159
7.42817e+13	134
7.52788e+13	146
7.62759e+13	124
7.72729e+13	154
7.827e+13	168
7.92671e+13	168
8.02641e+13	116
8.12612e+13	140
8.22583e+13	136
8.32553e+13	135
8.42524e+13	140
8.52495e+13	139
8.62466e+13	159
8.72436e+13	149
8.82407e+13	152
8.92378e+13	143
9.02348e+13	149
9.12319e+13	163
9.2229e+13	152
9.3226e+13	152
9.42231e+13	148
9.52202e+13	120
9.62172e+13	120
9.72143e+13	133
9.82114e+13	167
9.92085e+13	145
1.00206e+14	157
1.01203e+14	148
1.022e+14	150
1.03197e+14	142
1.04194e+14	154
1.05191e+14	172
1.06188e+14	149
1.07185e+14	149
1.08182e+14	155
1.09179e+14	150
1.10176e+14	123
1.11173e+14	136
1.1217e+14	152
1.13167e+14	138
1.14165e+14	146
1.15162e+14	145
1.16159e+14	179
1.17156e+14	132
1.18153e+14	132
1.1915e+14	122
1.20147e+14	161
1.21144e+14	138
1.22141e+14	135
1.23138e+14	145
1.24135e+14	120
1.25132e+14	154
1.26129e+14	148
1.27126e+14	153
1.28123e+14	133
1.29121e+14	136
1.30118e+14	156
1.31115e+14	142
1.32112e+14	143
1.33109e+14	147
1.34106e+14	175
1.35103e+14	113
1.361e+14	146
1.37097e+14	150
1.38094e+14	129
1.39091e+14	160
1.40088e+14	157
1.41085e+14	130
1.42082e+14	146
1.4308e+14	143
1.44077e+14	128
1.45074e+14	129
1.46071e+14	161
1.47068e+14	148
1.48065e+14	162
1.49062e+14	142
1.50059e+14	123
1.51056e+14	174
1.52053e+14	145
1.5305e+14	130
1.54047e+14	156
1.55044e+14	135
1.56041e+14	138
1.57039e+14	154
1.58036e+14	161
1.59033e+14	150
1.6003e+14	117
1.61027e+14	131
1.62024e+14	152
1.63021e+14	137
1.64018e+14	122
1.65015e+14	139
1.66012e+14	140
1.67009e+14	144
1.68006e+14	149
1.69003e+14	144
1.7e+14	155
1.70997e+14	153
1.71995e+14	127
1.72992e+14	139
1.73989e+14	142
1.74986e+14	152
1.75983e+14	175
1.7698e+14	139
1.77977e+14	142
1.78974e+14	151
1.79971e+14	137
1.80968e+14	141
1.81965e+14	155
1.82962e+14	157
1.83959e+14	143
1.84956e+14	122
1.85954e+14	140
1.86951e+14	154
1.87948e+14	147
1.88945e+14	158
1.89942e+14	138
1.90939e+14	133
1.91936e+14	147
1.92933e+14	145
1.9393e+14	153
1.94927e+14	143
1.95924e+14	138
1.96921e+14	144
1.97918e+14	152
1.98915e+14	134
1.99913e+14	158
2.0091e+14	155
2.01907e+14	147
2.02904e+14	136
2.03901e+14	159
2.04898e+14	173
2.05895e+14	152
2.06892e+14	147
2.07889e+14	157
2.08886e+14	151
2.09883e+14	147
2.1088e+14	151
2.11877e+14	150
2.12874e+14	122
2.13872e+14	164
2.14869e+14	147
2.15866e+14	147
2.16863e+14	146
2.1786e+14	150
2.18857e+14	147
2.19854e+14	139
2.20851e+14	147
2.21848e+14	161
2.22845e+14	154
2.23842e+14	145
2.24839e+14	190
2.25836e+14	144
2.26833e+14	129
2.2783e+14	147
2.28828e+14	129
2.29825e+14	132
2.30822e+14	133
2.31819e+14	141
2.32816e+14	149
2.33813e+14	159
2.3481e+14	138
2.35807e+14	142
2.36804e+14	147
2.37801e+14	151
2.38798e+14	138
2.39795e+14	152
2.40792e+14	150
2.41789e+14	149
2.42787e+14	164
2.43784e+14	153
2.44781e+14	147
2.45778e+14	142
2.46775e+14	173
2.47772e+14	142
2.48769e+14	143
2.49766e+14	133
2.50763e+14	169
2.5176e+14	145
2.52757e+14	153
2.53754e+14	145
2.54751e+14	164
2.55748e+14	123
2.56746e+14	141
2.57743e+14	127
2.5874e+14	150
2.59737e+14	140
2.60734e+14	144
2.61731e+14	131
2.62728e+14	157
2.63725e+14	133
2.64722e+14	133
2.65719e+14	137
2.66716e+14	131
2.67713e+14	145
2.6871e+14	141
2.69707e+14	139
2.70704e+14	134
2.71702e+14	126
2.72699e+14	151
2.73696e+14	127
2.74693e+14	143
2.7569e+14	145
2.76687e+14	120
2.77684e+14	149
2.78681e+14	135
2.79678e+14	152
2.80675e+14	146
2.81672e+14	137
2.82669e+14	155
2.83666e+14	132
2.84663e+14	153
2.85661e+14	153
2.86658e+14	144
2.87655e+14	120
2.88652e+14	147
2.89649e+14	157
2.90646e+14	138
2.91643e+14	156
2.9264e+14	167
2.93637e+14	145
2.94634e+14	146
2.95631e+14	127
2.96628e+14	164
2.97625e+14	164
2.98622e+14	152
2.9962e+14	134
